"Time","afname","injectie","batterij","voertuig","prijs"
"Sat May 27 07:42:00 CEST 2023","0.0018363958","0.0","0.0","60.0","82.99"
"Sat May 27 07:47:00 CEST 2023","0.0064181983","0.0","0.0","60.0","82.99"
"Sat May 27 07:52:00 CEST 2023","1.5199184E-6","0.0","0.0","60.0","82.99"
"Sat May 27 07:57:00 CEST 2023","1.5199184E-6","0.0","0.002","60.0","82.99"
"Sat May 27 08:02:00 CEST 2023","0.0","0.0","0.004","60.0","72.61"
"Sat May 27 08:07:00 CEST 2023","0.014999999","0.011083333","0.0","60.0","72.61"
"Sat May 27 08:12:00 CEST 2023","0.009","0.005083333","0.0","60.0","72.61"
"Sat May 27 08:17:00 CEST 2023","0.0","0.0","0.001083333","60.0","72.61"
"Sat May 27 08:22:00 CEST 2023","0.007916667","0.004166667","0.0","60.0","72.61"
"Sat May 27 08:27:00 CEST 2023","0.0","0.0","1.66667E-4","60.0","72.61"
"Sat May 27 08:32:00 CEST 2023","0.0","0.0","3.33334E-4","60.0","72.61"
"Sat May 27 08:37:00 CEST 2023","0.0","0.0","9.1666705E-4","60.0","72.61"
"Sat May 27 08:42:00 CEST 2023","0.0","0.0","0.0015","60.0","72.61"
"Sat May 27 08:47:00 CEST 2023","0.0","0.0","0.003083333","60.0","72.61"
"Sat May 27 08:52:00 CEST 2023","0.0","0.0","0.061166666","60.0","72.61"
"Sat May 27 08:57:00 CEST 2023","0.001","0.0","0.11925","60.0","72.61"
"Sat May 27 09:03:00 CEST 2023","0.003","0.0","0.17733333","60.0","55.06"
"Sat May 27 09:08:00 CEST 2023","0.032","0.0","0.25783333","60.0","55.06"
"Sat May 27 09:13:00 CEST 2023","0.014","0.0","0.3333333","60.0","55.06"
"Sat May 27 09:18:00 CEST 2023","0.001","0.002166666","0.41666666","60.0","55.06"
"Sat May 27 09:23:00 CEST 2023","0.0","0.004","0.3335","60.0","55.06"
"Sat May 27 09:28:00 CEST 2023","0.02183333","0.003","0.25016665","60.0","55.06"
"Sat May 27 09:33:00 CEST 2023","0.013833329","0.009","0.16683331","60.0","55.06"
"Sat May 27 09:38:00 CEST 2023","0.0","0.014","0.083666645","60.0","55.06"
"Sat May 27 09:43:00 CEST 2023","0.022833332","0.014","3.3330917E-4","60.0","55.06"
"Sat May 27 09:48:00 CEST 2023","0.11283336","0.019","0.0","60.0","55.06"
"Sat May 27 09:53:00 CEST 2023","0.001","0.0","0.083333336","60.0","55.06"
"Sat May 27 09:58:00 CEST 2023","0.0","0.018","0.16666667","60.0","55.06"
"Sat May 27 10:03:00 CEST 2023","0.0","0.056","0.25","60.0","16.37"
"Sat May 27 10:08:00 CEST 2023","0.0","0.057000004","0.33333334","60.0","16.37"
"Sat May 27 10:13:00 CEST 2023","0.0","0.06599999","0.4166667","60.0","16.37"
"Sat May 27 10:19:00 CEST 2023","0.0","0.067999996","0.5","60.0","16.37"
"Sat May 27 10:24:00 CEST 2023","0.0","0.06883333","0.5833333","60.0","16.37"
"Sat May 27 10:29:00 CEST 2023","0.003","0.06283333","0.6666666","60.0","16.37"
"Sat May 27 10:34:00 CEST 2023","0.0","0.07783333","0.74999994","60.0","16.37"
"Sat May 27 10:39:00 CEST 2023","0.0","0.078833334","0.83333325","60.0","16.37"
"Sat May 27 10:44:00 CEST 2023","0.0","0.079833336","0.91666657","60.0","16.37"
"Sat May 27 10:49:00 CEST 2023","0.0","0.08483333","0.9999999","60.0","16.37"
"Sat May 27 10:54:00 CEST 2023","0.0","0.08891667","1.0833333","60.0","16.37"
"Sat May 27 10:59:00 CEST 2023","0.0","0.08991667","1.1666666","60.0","16.37"
"Sat May 27 11:04:00 CEST 2023","0.0","0.08891667","1.25","60.0","1.45"
"Sat May 27 11:09:00 CEST 2023","0.0","0.09283333","1.3333334","60.0","1.45"
"Sat May 27 11:14:00 CEST 2023","0.0","0.09983333","1.4166667","60.0","1.45"
"Sat May 27 11:19:00 CEST 2023","0.0","0.10283334","1.5000001","60.0","1.45"
"Sat May 27 11:24:00 CEST 2023","0.0","0.10483333","1.5833335","60.0","1.45"
"Sat May 27 11:30:00 CEST 2023","0.0","0.108833335","1.6666669","60.0","1.45"
"Sat May 27 11:35:00 CEST 2023","0.0","0.10983334","1.7500002","60.0","1.45"
"Sat May 27 11:40:00 CEST 2023","0.0","0.11391666","1.8333336","60.0","1.45"
"Sat May 27 11:45:00 CEST 2023","0.0","0.11191667","1.916667","60.0","1.45"
"Sat May 27 11:50:00 CEST 2023","0.0","0.11391666","2.0000002","60.0","1.45"
"Sat May 27 11:55:00 CEST 2023","0.0","0.11991667","2.0833335","60.0","1.45"
"Sat May 27 12:00:00 CEST 2023","0.0","0.11391666","2.1666667","60.0","0.0"
"Sat May 27 12:05:00 CEST 2023","0.0","0.11591666","2.25","60.0","0.0"
"Sat May 27 12:10:00 CEST 2023","0.0","0.11683334","2.3333333","60.0","0.0"
"Sat May 27 12:15:00 CEST 2023","0.0","0.122833334","2.4166665","60.0","0.0"
"Sat May 27 12:20:00 CEST 2023","0.0","0.123833336","2.4999998","60.0","0.0"
"Sat May 27 12:25:00 CEST 2023","0.0","0.12583333","2.583333","60.0","0.0"
"Sat May 27 12:31:00 CEST 2023","0.0","0.12583333","2.6666663","60.0","0.0"
"Sat May 27 12:36:00 CEST 2023","0.0","0.12883332","2.7499995","60.0","0.0"
"Sat May 27 12:41:00 CEST 2023","0.0","0.13191667","2.8333328","60.0","0.0"
"Sat May 27 12:46:00 CEST 2023","0.0","0.13191667","2.916666","60.0","0.0"
"Sat May 27 12:51:00 CEST 2023","0.0","0.12991667","2.9999993","60.0","0.0"
"Sat May 27 12:56:00 CEST 2023","0.0","0.124916665","3.0833325","60.0","0.0"
"Sat May 27 13:01:00 CEST 2023","0.0","0.13791665","3.1666658","60.0","4.17"
"Sat May 27 13:06:00 CEST 2023","0.0","0.12091666","3.249999","60.0","4.17"
"Sat May 27 13:11:00 CEST 2023","0.0","0.13091666","3.3333323","60.0","4.17"
"Sat May 27 13:16:00 CEST 2023","0.0","0.13791665","3.4166656","60.0","4.17"
"Sat May 27 13:21:00 CEST 2023","0.0","0.16391668","3.4999988","60.0","4.17"
"Sat May 27 13:26:00 CEST 2023","0.0","0.14316666","3.583332","60.0","4.17"
"Sat May 27 13:31:00 CEST 2023","0.0","0.15316665","3.6666653","60.0","4.17"
"Sat May 27 13:36:00 CEST 2023","0.0","0.16916665","3.7499986","60.0","4.17"
"Sat May 27 13:41:00 CEST 2023","0.0","0.12866667","3.8333318","60.0","4.17"
"Sat May 27 13:46:00 CEST 2023","0.0","0.12766665","3.916665","60.0","4.17"
"Sat May 27 13:52:00 CEST 2023","0.0","0.12166666","3.9999983","60.0","4.17"
"Sat May 27 13:57:00 CEST 2023","0.0","0.22099826","4.0","60.0","4.17"
"Sat May 27 14:02:00 CEST 2023","0.0","0.221","4.0","60.0","0.0"
"Sat May 27 14:07:00 CEST 2023","0.0","0.222","4.0","60.0","0.0"
"Sat May 27 14:12:00 CEST 2023","0.0","0.209","4.0","60.0","0.0"
"Sat May 27 14:17:00 CEST 2023","0.002","0.029","4.0","60.0","0.0"
"Sat May 27 14:22:00 CEST 2023","0.0","0.149","4.0","60.0","0.0"
"Sat May 27 14:27:00 CEST 2023","0.0","0.206","4.0","60.0","0.0"
"Sat May 27 14:32:00 CEST 2023","0.0","0.204","4.0","60.0","0.0"
"Sat May 27 14:37:00 CEST 2023","0.0","0.199","4.0","60.0","0.0"
"Sat May 27 14:42:00 CEST 2023","0.0","0.201","4.0","60.0","0.0"
"Sat May 27 14:47:00 CEST 2023","0.0","0.186","4.0","60.0","0.0"
"Sat May 27 14:52:00 CEST 2023","0.0","0.185","4.0","60.0","0.0"
"Sat May 27 14:57:00 CEST 2023","0.0","0.205","4.0","60.0","0.0"
"Sat May 27 15:02:00 CEST 2023","0.0","0.203","4.0","60.0","0.0"
"Sat May 27 15:07:00 CEST 2023","0.0","0.197","4.0","60.0","0.0"
"Sat May 27 15:12:00 CEST 2023","0.0","0.201","4.0","60.0","0.0"
"Sat May 27 15:17:00 CEST 2023","0.0","0.197","4.0","60.0","0.0"
"Sat May 27 15:22:00 CEST 2023","0.0","0.194","4.0","60.0","0.0"
"Sat May 27 15:28:00 CEST 2023","0.0","0.191","4.0","60.0","0.0"
"Sat May 27 15:33:00 CEST 2023","0.0","0.19","4.0","60.0","0.0"
"Sat May 27 15:38:00 CEST 2023","0.0","0.185","4.0","60.0","0.0"
"Sat May 27 15:43:00 CEST 2023","0.0","0.185","4.0","60.0","0.0"
"Sat May 27 15:48:00 CEST 2023","0.0","0.184","4.0","60.0","0.0"
"Sat May 27 15:53:00 CEST 2023","0.0","0.183","4.0","60.0","0.0"
"Sat May 27 15:58:00 CEST 2023","0.0","0.182","4.0","60.0","0.0"
"Sat May 27 16:03:00 CEST 2023","0.0","0.176","4.0","60.0","2.26"
"Sat May 27 16:08:00 CEST 2023","0.0","0.167","4.0","60.0","2.26"
"Sat May 27 16:13:00 CEST 2023","0.0","0.158","4.0","60.0","2.26"
"Sat May 27 16:18:00 CEST 2023","0.0","0.155","4.0","60.0","2.26"
"Sat May 27 16:23:00 CEST 2023","0.0","0.16","4.0","60.0","2.26"
"Sat May 27 16:28:00 CEST 2023","0.0","0.162","4.0","60.0","2.26"
"Sat May 27 16:33:00 CEST 2023","0.0","0.161","4.0","60.0","2.26"
"Sat May 27 16:38:00 CEST 2023","0.0","0.124","4.0","60.0","2.26"
"Sat May 27 16:44:00 CEST 2023","0.0","0.091","4.0","60.0","2.26"
"Sat May 27 16:49:00 CEST 2023","0.0","0.082","4.0","60.0","2.26"
"Sat May 27 16:54:00 CEST 2023","0.004","0.059","4.0","60.0","2.26"
"Sat May 27 16:59:00 CEST 2023","0.0","0.051","4.0","60.0","2.26"
"Sat May 27 17:04:00 CEST 2023","0.0","0.071","4.0","60.0","55.08"
"Sat May 27 17:09:00 CEST 2023","0.0","0.073","4.0","60.0","55.08"
"Sat May 27 17:14:00 CEST 2023","0.0","0.072","4.0","60.0","55.08"
"Sat May 27 17:19:00 CEST 2023","0.0","0.042","4.0","60.0","55.08"
"Sat May 27 17:24:00 CEST 2023","0.0","0.014","4.0","60.0","55.08"
"Sat May 27 17:29:00 CEST 2023","0.0","0.012","4.0","60.0","55.08"
"Sat May 27 17:34:00 CEST 2023","0.0","0.011","4.0","60.0","55.08"
"Sat May 27 17:39:00 CEST 2023","0.0","0.011","4.0","60.0","55.08"
"Sat May 27 17:45:00 CEST 2023","0.0","0.01","4.0","60.0","55.08"
"Sat May 27 17:50:00 CEST 2023","0.0","0.01","4.0","60.0","55.08"
"Sat May 27 17:55:00 CEST 2023","0.0","0.009","4.0","60.0","55.08"
"Sat May 27 18:00:00 CEST 2023","0.0","0.008","4.0","30.0","84.85"
"Sat May 27 18:05:00 CEST 2023","0.0","0.003","4.0","30.0","84.85"
"Sat May 27 18:10:00 CEST 2023","0.0","0.002","4.0","30.0","84.85"
"Sat May 27 18:15:00 CEST 2023","0.0","0.001","4.0","30.0","84.85"
"Sat May 27 18:20:00 CEST 2023","0.0","0.001","4.0","30.0","84.85"
"Sat May 27 18:25:00 CEST 2023","0.0","0.001","4.0","30.0","84.85"
"Sat May 27 18:30:00 CEST 2023","0.0","0.0","4.0","30.0","84.85"
"Sat May 27 18:35:00 CEST 2023","0.0","0.001","4.0","30.0","84.85"
"Sat May 27 18:40:00 CEST 2023","0.0","0.004","4.0","30.0","84.85"
"Sat May 27 18:45:00 CEST 2023","0.0","0.005","4.0","30.0","84.85"
"Sat May 27 18:50:00 CEST 2023","0.0","0.004","4.0","30.0","84.85"
"Sat May 27 18:55:00 CEST 2023","0.0","0.004","4.0","30.0","84.85"
"Sat May 27 19:00:00 CEST 2023","0.0","0.004","4.0","30.0","95.4"
"Sat May 27 19:05:00 CEST 2023","0.0","0.004","4.0","30.0","95.4"
"Sat May 27 19:11:00 CEST 2023","0.0","0.001","4.0","30.0","95.4"
"Sat May 27 19:16:00 CEST 2023","0.0","0.003","4.0","30.0","95.4"
"Sat May 27 19:21:00 CEST 2023","0.0","0.0","4.0","30.0","95.4"
"Sat May 27 19:26:00 CEST 2023","0.0","0.0","4.0","30.0","95.4"
"Sat May 27 19:31:00 CEST 2023","0.0","0.0","3.9946666","30.0","95.4"
"Sat May 27 19:36:00 CEST 2023","0.0","0.0","3.9893332","30.0","95.4"
"Sat May 27 19:41:00 CEST 2023","0.0","0.0","3.9839997","30.0","95.4"
"Sat May 27 19:46:00 CEST 2023","0.0","0.0","3.977833","30.0","95.4"
"Sat May 27 19:51:00 CEST 2023","0.0","0.0","3.9716663","30.0","95.4"
"Sat May 27 19:56:00 CEST 2023","0.0","0.0","3.9654996","30.0","95.4"
"Sat May 27 20:01:00 CEST 2023","0.0","0.0","3.9664996","30.0","104.13"
"Sat May 27 20:06:00 CEST 2023","0.0","0.0","3.9664996","30.0","104.13"
"Sat May 27 20:11:00 CEST 2023","0.0","0.0","3.9664996","30.0","104.13"
"Sat May 27 20:16:00 CEST 2023","0.0","0.0","3.963333","30.0","104.13"
"Sat May 27 20:22:00 CEST 2023","0.0","0.002","3.9601662","30.0","104.13"
"Sat May 27 20:27:00 CEST 2023","0.0","0.001","3.9569995","30.0","104.13"
"Sat May 27 20:32:00 CEST 2023","0.0","0.0","3.9569995","30.0","104.13"
"Sat May 27 20:37:00 CEST 2023","0.0","0.0","3.9569995","30.0","104.13"
"Sat May 27 20:42:00 CEST 2023","0.0","0.0","3.9569995","30.0","104.13"
"Sat May 27 20:47:00 CEST 2023","0.0","0.0","3.943416","30.0","104.13"
"Sat May 27 20:52:00 CEST 2023","0.0","0.0","3.9298327","30.0","104.13"
"Sat May 27 20:57:00 CEST 2023","0.0","0.0","3.9162493","30.0","104.13"
"Sat May 27 21:02:00 CEST 2023","0.0","0.0","3.904666","30.0","105.11"
"Sat May 27 21:07:00 CEST 2023","0.0","0.001","3.8910825","30.0","105.11"
"Sat May 27 21:13:00 CEST 2023","0.0","0.0","3.874499","30.0","105.11"
"Sat May 27 21:18:00 CEST 2023","0.0","0.002","3.7921658","30.0","105.11"
"Sat May 27 21:23:00 CEST 2023","0.0","0.0","3.7088325","30.0","105.11"
"Sat May 27 21:28:00 CEST 2023","0.0","0.0","3.6264992","30.0","105.11"
"Sat May 27 21:33:00 CEST 2023","0.0","0.0","3.6047492","30.0","105.11"
"Sat May 27 21:38:00 CEST 2023","0.0","0.0","3.5819993","30.0","105.11"
"Sat May 27 21:43:00 CEST 2023","0.0","0.0","3.5592494","30.0","105.11"
"Sat May 27 21:48:00 CEST 2023","0.0","0.0","3.5302494","30.0","105.11"
"Sat May 27 21:53:00 CEST 2023","0.0","0.0","3.5012493","30.0","105.11"
"Sat May 27 21:58:00 CEST 2023","0.0","0.0","3.4722493","30.0","105.11"
"Sat May 27 22:03:00 CEST 2023","0.0","0.0","3.4482493","30.0","99.16"
"Sat May 27 22:08:00 CEST 2023","0.0","0.0","3.4252493","30.0","99.16"
"Sat May 27 22:13:00 CEST 2023","0.0","0.0","3.4022493","30.0","99.16"
"Sat May 27 22:18:00 CEST 2023","0.0","0.0","3.3793328","30.0","99.16"
"Sat May 27 22:23:00 CEST 2023","0.0","0.0","3.3564162","30.0","99.16"
"Sat May 27 22:28:00 CEST 2023","0.0","0.0","3.3324995","30.0","99.16"
"Sat May 27 22:33:00 CEST 2023","0.0","0.0","3.3149161","30.0","99.16"
"Sat May 27 22:39:00 CEST 2023","0.0","0.0","3.2973328","30.0","99.16"
"Sat May 27 22:44:00 CEST 2023","0.0","0.0","3.2797494","30.0","99.16"
"Sat May 27 22:49:00 CEST 2023","0.0","0.0","3.261416","30.0","99.16"
"Sat May 27 22:54:00 CEST 2023","0.0","0.0","3.2440827","30.0","99.16"
"Sat May 27 22:59:00 CEST 2023","0.0","0.0","3.2267494","30.0","99.16"
"Sat May 27 23:04:00 CEST 2023","0.0","0.0","3.2106662","30.0","94.71"
"Sat May 27 23:09:00 CEST 2023","0.0","0.0","3.194583","30.0","94.71"
"Sat May 27 23:14:00 CEST 2023","0.0","0.0","3.1774995","30.0","94.71"
"Sat May 27 23:19:00 CEST 2023","0.0","0.0","3.1639996","30.0","94.71"
"Sat May 27 23:24:00 CEST 2023","0.0","0.0","3.1504996","30.0","94.71"
"Sat May 27 23:29:00 CEST 2023","0.0","0.0","3.1369996","30.0","94.71"
"Sat May 27 23:34:00 CEST 2023","0.0","0.0","3.1279995","30.0","94.71"
"Sat May 27 23:39:00 CEST 2023","0.0","0.0","3.1189995","30.0","94.71"
"Sat May 27 23:44:00 CEST 2023","0.0","0.0","3.1099994","30.0","94.71"
"Sat May 27 23:50:00 CEST 2023","0.0","0.0","3.1005828","30.0","94.71"
"Sat May 27 23:55:00 CEST 2023","0.0","0.0","3.0911663","30.0","94.71"
"Sun May 28 00:00:00 CEST 2023","0.27608332","0.0","3.007833","30.35","87.09"
"Sun May 28 00:05:00 CEST 2023","0.2765","0.0","2.9244998","30.7","87.09"
"Sun May 28 00:10:00 CEST 2023","0.2765","0.0","2.8411665","31.050001","87.09"
"Sun May 28 00:15:00 CEST 2023","0.2765","0.0","2.7578332","31.400002","87.09"
"Sun May 28 00:20:00 CEST 2023","0.283","0.0","2.6745","31.750002","87.09"
"Sun May 28 00:25:00 CEST 2023","0.283","0.0","2.5911667","32.100002","87.09"
"Sun May 28 00:30:00 CEST 2023","0.28399998","0.0","2.5078335","32.45","87.09"
"Sun May 28 00:35:00 CEST 2023","0.2848333","0.0","2.4245002","32.8","87.09"
"Sun May 28 00:40:00 CEST 2023","0.2848333","0.0","2.341167","33.149998","87.09"
"Sun May 28 00:45:00 CEST 2023","0.2848333","0.0","2.2578337","33.499996","87.09"
"Sun May 28 00:50:00 CEST 2023","0.27608332","0.0","2.1745005","33.849995","87.09"
"Sun May 28 00:55:00 CEST 2023","0.27608332","0.0","2.0911672","34.199993","87.09"
"Sun May 28 01:00:00 CEST 2023","0.27608332","0.0","2.007834","34.54999","84.0"
"Sun May 28 01:05:00 CEST 2023","0.27616665","0.0","1.9245006","34.89999","84.0"
"Sun May 28 01:10:00 CEST 2023","0.27616665","0.0","1.8411672","35.24999","84.0"
"Sun May 28 01:15:00 CEST 2023","0.27616665","0.0","1.7578338","35.599987","84.0"
"Sun May 28 01:20:00 CEST 2023","0.27633333","0.0","1.6745005","35.949986","84.0"
"Sun May 28 01:25:00 CEST 2023","0.27633333","0.0","1.5911671","36.299984","84.0"
"Sun May 28 01:31:00 CEST 2023","0.27633333","0.0","1.5078337","36.649982","84.0"
"Sun May 28 01:36:00 CEST 2023","0.28241664","0.0","1.4245003","36.99998","84.0"
"Sun May 28 01:41:00 CEST 2023","0.28241664","0.0","1.341167","37.34998","84.0"
"Sun May 28 01:46:00 CEST 2023","0.28241664","0.0","1.2578336","37.699978","84.0"
"Sun May 28 01:51:00 CEST 2023","0.2828333","0.0","1.1745002","38.049976","84.0"
"Sun May 28 01:56:00 CEST 2023","0.2828333","0.0","1.0911669","38.399975","84.0"
"Sun May 28 02:01:00 CEST 2023","0.2828333","0.0","1.0078335","38.749973","81.92"
"Sun May 28 02:06:00 CEST 2023","0.27733332","0.0","0.92450017","39.09997","81.92"
"Sun May 28 02:11:00 CEST 2023","0.27733332","0.0","0.84116685","39.44997","81.92"
"Sun May 28 02:16:00 CEST 2023","0.27733332","0.0","0.75783354","39.79997","81.92"
"Sun May 28 02:21:00 CEST 2023","0.27716666","0.0","0.6745002","40.149967","81.92"
"Sun May 28 02:26:00 CEST 2023","0.27716666","0.0","0.5911669","40.499966","81.92"
"Sun May 28 02:31:00 CEST 2023","0.27716666","0.0","0.5078336","40.849964","81.92"
"Sun May 28 02:37:00 CEST 2023","0.27716666","0.0","0.42450026","41.199963","81.92"
"Sun May 28 02:42:00 CEST 2023","0.27816665","0.0","0.3411669","41.54996","81.92"
"Sun May 28 02:47:00 CEST 2023","0.27716666","0.0","0.25783357","41.89996","81.92"
"Sun May 28 02:52:00 CEST 2023","0.2828333","0.0","0.17450023","42.249958","81.92"
"Sun May 28 02:57:00 CEST 2023","0.2828333","0.0","0.09116689","42.599957","81.92"
"Sun May 28 03:02:00 CEST 2023","0.2828333","0.0","0.007833555","42.949955","77.87"
"Sun May 28 03:07:00 CEST 2023","0.35516644","0.0","0.0","43.299953","77.87"
"Sun May 28 03:12:00 CEST 2023","0.363","0.0","0.0","43.649952","77.87"
"Sun May 28 03:17:00 CEST 2023","0.363","0.0","0.0","43.99995","77.87"
"Sun May 28 03:22:00 CEST 2023","0.35725","0.0","0.0","44.34995","77.87"
"Sun May 28 03:27:00 CEST 2023","0.35725","0.0","0.0","44.699947","77.87"
"Sun May 28 03:32:00 CEST 2023","0.35725","0.0","0.0","45.049946","77.87"
"Sun May 28 03:37:00 CEST 2023","0.35916665","0.0","0.0","45.399944","77.87"
"Sun May 28 03:42:00 CEST 2023","0.35916665","0.0","0.0","45.749943","77.87"
"Sun May 28 03:48:00 CEST 2023","0.35916665","0.0","0.0","46.09994","77.87"
"Sun May 28 03:53:00 CEST 2023","0.35908332","0.0","0.0","46.44994","77.87"
"Sun May 28 03:58:00 CEST 2023","0.35908332","0.0","0.0","46.79994","77.87"
"Sun May 28 04:03:00 CEST 2023","0.35908332","0.0","0.0","47.149937","77.86"
"Sun May 28 04:08:00 CEST 2023","0.3665","0.0","0.0","47.499935","77.86"
"Sun May 28 04:13:00 CEST 2023","0.3665","0.0","0.0","47.849934","77.86"
"Sun May 28 04:18:00 CEST 2023","0.3665","0.0","0.0","48.199932","77.86"
"Sun May 28 04:23:00 CEST 2023","0.36616665","0.0","0.0","48.54993","77.86"
"Sun May 28 04:28:00 CEST 2023","0.36616665","0.0","0.0","48.89993","77.86"
"Sun May 28 04:33:00 CEST 2023","0.36616665","0.0","0.0","49.249928","77.86"
"Sun May 28 04:38:00 CEST 2023","0.35999998","0.0","0.0","49.599926","77.86"
"Sun May 28 04:43:00 CEST 2023","0.35999998","0.0","0.0","49.949924","77.86"
"Sun May 28 04:48:00 CEST 2023","0.35999998","0.0","0.0","50.299923","77.86"
"Sun May 28 04:53:00 CEST 2023","0.3595","0.0","0.0","50.64992","77.86"
"Sun May 28 04:59:00 CEST 2023","0.3595","0.0","0.0","50.99992","77.86"
"Sun May 28 05:04:00 CEST 2023","0.3595","0.0","0.0","51.34992","74.98"
"Sun May 28 05:09:00 CEST 2023","0.35933334","0.0","0.0","51.699917","74.98"
"Sun May 28 05:14:00 CEST 2023","0.36033332","0.0","0.0","52.049915","74.98"
"Sun May 28 05:19:00 CEST 2023","0.35933334","0.0","0.0","52.399914","74.98"
"Sun May 28 05:24:00 CEST 2023","0.36558333","0.0","0.0","52.749912","74.98"
"Sun May 28 05:29:00 CEST 2023","0.36558333","0.0","0.0","53.09991","74.98"
"Sun May 28 05:34:00 CEST 2023","0.36558333","0.0","0.0","53.44991","74.98"
"Sun May 28 05:39:00 CEST 2023","0.36283332","0.0","0.0","53.799908","74.98"
"Sun May 28 05:44:00 CEST 2023","0.36283332","0.0","0.0","54.149906","74.98"
"Sun May 28 05:49:00 CEST 2023","0.36283332","0.0","0.0","54.499905","74.98"
"Sun May 28 05:54:00 CEST 2023","0.35808334","0.0","0.0","54.849903","74.98"
"Sun May 28 05:59:00 CEST 2023","0.35808334","0.0","0.0","55.1999","74.98"
"Sun May 28 06:04:00 CEST 2023","0.35808334","0.0","0.0","55.5499","69.24"
"Sun May 28 06:09:00 CEST 2023","0.35791665","0.0","0.0","55.8999","69.24"
"Sun May 28 06:14:00 CEST 2023","0.35791665","0.0","0.0","56.249897","69.24"
"Sun May 28 06:19:00 CEST 2023","0.35791665","0.0","0.0","56.599895","69.24"
"Sun May 28 06:24:00 CEST 2023","0.35775","0.0","0.0","56.949894","69.24"
"Sun May 28 06:29:00 CEST 2023","0.35775","0.0","0.0","57.299892","69.24"
"Sun May 28 06:35:00 CEST 2023","0.35775","0.0","0.0","57.64989","69.24"
"Sun May 28 06:40:00 CEST 2023","0.36058334","0.0","0.0","57.99989","69.24"
"Sun May 28 06:45:00 CEST 2023","0.36058334","0.0","0.0","58.349888","69.24"
"Sun May 28 06:50:00 CEST 2023","0.36058334","0.0","0.0","58.699886","69.24"
"Sun May 28 06:55:00 CEST 2023","0.35808334","0.0","0.0","59.049885","69.24"
"Sun May 28 07:00:00 CEST 2023","0.35808334","0.0","0.0","59.399883","64.85"
"Sun May 28 07:05:00 CEST 2023","0.35808334","0.001","0.0","59.74988","64.85"
"Sun May 28 07:10:00 CEST 2023","0.25528646","0.001","0.0","60.0","64.85"
"Sun May 28 07:15:00 CEST 2023","0.0051681995","0.002","0.0","60.0","64.85"
"Sun May 28 07:20:00 CEST 2023","0.0051681995","0.002","0.0","60.0","64.85"
"Sun May 28 07:25:00 CEST 2023","1.5199184E-6","0.0","0.002","60.0","64.85"
"Sun May 28 07:30:00 CEST 2023","1.5199184E-6","0.0","0.004","60.0","64.85"
"Sun May 28 07:35:00 CEST 2023","0.0","0.0","0.0039984803","60.0","64.85"
"Sun May 28 07:40:00 CEST 2023","0.0028363843","0.0","0.0","60.0","64.85"
"Sun May 28 07:46:00 CEST 2023","0.0058348477","0.0","0.0","60.0","64.85"
"Sun May 28 07:51:00 CEST 2023","0.0058348477","0.0","0.0","60.0","64.85"
"Sun May 28 07:56:00 CEST 2023","0.014334857","0.0","0.0","60.0","64.85"
"Sun May 28 08:01:00 CEST 2023","0.013333333","0.0","0.0","60.0","37.71"
"Sun May 28 08:06:00 CEST 2023","0.013333333","0.0","0.0","60.0","37.71"
"Sun May 28 08:11:00 CEST 2023","0.0165","0.0","0.0","60.0","37.71"
"Sun May 28 08:16:00 CEST 2023","0.0165","0.0","0.0","60.0","37.71"
"Sun May 28 08:21:00 CEST 2023","0.0215","0.003","0.0","60.0","37.71"
"Sun May 28 08:26:00 CEST 2023","0.006833333","0.0","0.0","60.0","37.71"
"Sun May 28 08:31:00 CEST 2023","0.006833333","0.0","0.0","60.0","37.71"
"Sun May 28 08:36:00 CEST 2023","0.011833333","0.002","0.0","60.0","37.71"
"Sun May 28 08:41:00 CEST 2023","0.005083333","0.001","0.0","60.0","37.71"
"Sun May 28 08:46:00 CEST 2023","0.005083333","0.002","0.0","60.0","37.71"
"Sun May 28 08:51:00 CEST 2023","0.005083333","0.0","0.0","60.0","37.71"
"Sun May 28 08:56:00 CEST 2023","0.0","0.0","0.07241667","60.0","37.71"
"Sun May 28 09:01:00 CEST 2023","0.009","0.0","0.14983334","60.0","0.0"
"Sun May 28 09:06:00 CEST 2023","0.005","0.014083333","0.23316666","60.0","0.0"
"Sun May 28 09:12:00 CEST 2023","0.0","0.0069166645","0.3165","60.0","0.0"
"Sun May 28 09:17:00 CEST 2023","0.002","9.166673E-4","0.39983335","60.0","0.0"
"Sun May 28 09:22:00 CEST 2023","0.007","0.0059166625","0.4831667","60.0","0.0"
"Sun May 28 09:27:00 CEST 2023","0.034","4.9999356E-4","0.5665","60.0","0.0"
"Sun May 28 09:32:00 CEST 2023","0.019","0.0","0.64933336","60.0","0.0"
"Sun May 28 09:37:00 CEST 2023","0.003","0.0325","0.7326667","60.0","0.0"
"Sun May 28 09:42:00 CEST 2023","0.031916663","0.026","0.64933336","60.0","0.0"
"Sun May 28 09:47:00 CEST 2023","0.011916667","0.002","0.56600004","60.0","0.0"
"Sun May 28 09:52:00 CEST 2023","0.011916667","0.03","0.4826667","60.0","0.0"
"Sun May 28 09:57:00 CEST 2023","0.009916663","0.024","0.39933336","60.0","0.0"
"Sun May 28 10:02:00 CEST 2023","0.002916664","0.001","0.316","60.0","0.0"
"Sun May 28 10:07:00 CEST 2023","0.011916667","0.037","0.23266667","60.0","0.0"
